entity_id,occupant_full_name,occupant_first_name,occupant_surname,occupant_email,occupant_email2,phone,child(ren)_enrolled,photo_release,connection,center,status
FAM0801,Jesse Hall 617,Jesse,Hall,donor617@example.com,,555-000-617,ChildA-1121,,Former Parent,La Casita,Living
IND1309,Jesse Lewis 1177,Jesse,Lewis,donor1177@example.com,,,,N/A,Community,Community,Living
FAM0835,Jesse Lewis 417,Jesse,Lewis,donor417@example.com,,555-000-417,ChildA-1417,,Former Parent,La Casita,Living
FAM0084,Jesse Lewis 777,Jesse,Lewis,donor777@example.com,,555-000-777,ChildA-1406,,Former Parent,La Casita,Living
IND1423,Jesse Lopez 1423,Jesse,Lopez,,,,,N/A,Community,Community,Living
IND1480,Jesse Mitchell 1480,Jesse,Mitchell,,,,,N/A,Community,Community,Living
FAM0351,Jesse Mitchell 697,Jesse,Mitchell,donor697@example.com,,555-000-697,,N/A,Former Parent,JP,Living
FAM0118,Jesse Morris 1057,Jesse,Morris,donor1057@example.com,,555-000-1057,ChildA-2057,,Former Parent,JP,Living
IND1336,Jesse Murphy 1257,Jesse,Murphy,donor1257@example.com,,,,N/A,Community,Community,Living
IND1249,Jesse Murphy 257,Jesse,Murphy,donor257@example.com,,,,N/A,Community,Community,Living
FAM0904,Jesse Murphy 857,Jesse,Murphy,donor857@example.com,,555-000-857,ChildA-1857,,Parent,TD,Living
IND1209,Jesse Nguyen 1497,Jesse,Nguyen,donor1497@example.com,,,,N/A,Community,Community,Living
IND1047,Jesse Nguyen 17,Jesse,Nguyen,donor17@example.com,,,,N/A,Community,Community,Living
IND1285,Jesse Phillips 1017,Jesse,Phillips,donor1017@example.com,,,,N/A,Community,Community,Living
FAM1011,Jesse Phillips 537,Jesse,Phillips,donor537@example.com,,555-000-537,ChildA-1537,,Board Member,HP,Living
FAM0195,Jesse Rivera 1337,Jesse,Rivera,donor1337@example.com,,555-000-1337,,N/A,Former Parent,JP,Living
IND1174,Jesse Rivera 577,Jesse,Rivera,donor577@example.com,,,,N/A,Community,Community,Living
FAM0570,Jesse Rogers 897,Jesse,Rogers,donor897@example.com,,555-000-897,ChildA-1368,,Former Parent,La Casita,Living
IND0098,Jesse Stewart 1417,Jesse,Stewart,donor1417@example.com,,555-000-1417,,N/A,Former Parent,JP,Living
FAM0318,Jesse Stewart 817,Jesse,Stewart,donor817@example.com,,555-000-817,,N/A,Former Parent,JP,Living
FAM0542,Jesse Thomas 217,Jesse,Thomas,donor217@example.com,,,ChildA-1217,N/A,Former Parent,La Casita,Living
FAM0215,Jesse Walker 1137,Jesse,Walker,donor1137@example.com,,555-000-1137,ChildA-1461,,Former Parent,La Casita,Living
IND1452,Jesse Walker 1452,Jesse,Walker,,,,,N/A,Community,Community,Living
IND0637,Jesse Walker 377,Jesse,Walker,donor377@example.com,,,,N/A,Former Board Member,Community,Living
IND1110,Jesse White 97,Jesse,White,donor97@example.com,,,,N/A,Community,Community,Living
FAM0345,Jesse Wright 177,Jesse,Wright,donor177@example.com,,,,N/A,Community,Community,Living
FAM0303,Jesse Young 1457,Jesse,Young,donor1457@example.com,,,ChildA-1399,,Former Parent,La Casita,Living
UNK1536,Jewish Community Foundation of Los Angeles,,,,,,,,Corporate Donor,,Active
UNK1537,Johnny Rockets,,,,,,,,Corporate Donor,,Active
FAM0217,Jordan Adams 946,Jordan,Adams,donor946@example.com,,555-000-946,ChildA-1629,,Former Parent,JP,Living
IND1076,Jordan Allen 161,Jordan,Allen,donor161@example.com,,,,N/A,Community,Community,Living
FAM0093,Jordan Anderson 426,Jordan,Anderson,donor426@example.com,,555-000-426,ChildA-1276,,Parent,TD,Living
IND0651,Jordan Anderson 66,Jordan,Anderson,donor66@example.com,,555-000-66,ChildA-1066,,Former Parent,La Casita,Living
FAM0885,Jordan Brown 1121,Jordan,Brown,donor1121@example.com,,555-000-1121,,N/A,Former Parent,JP,Living
FAM0139,Jordan Brown 1241,Jordan,Brown,donor1241@example.com,,555-000-1241,ChildA-2130,,Former Parent,JP,Living
FAM0095,Jordan Brown 466,Jordan,Brown,donor466@example.com,,555-000-466,ChildA-1466,,Parent,TD,Living
FAM0378,Jordan Campbell 146,Jordan,Campbell,donor146@example.com,,,ChildA-1146,,Former Parent,La Casita,Living
IND1108,Jordan Campbell 306,Jordan,Campbell,donor306@example.com,,,,N/A,Community,Community,Living
FAM0016,Jordan Campbell 41,Jordan,Campbell,donor41@example.com,,555-000-41,ChildA-1041,Yes,Parent,HP,Living
FAM1165,Jordan Campbell 546,Jordan,Campbell,donor546@example.com,,,,N/A,Community,Community,Living
IND1323,Jordan Carter 906,Jordan,Carter,donor906@example.com,,,,N/A,Community,Community,Living
FAM0898,Jordan Clark 1161,Jordan,Clark,donor1161@example.com,,555-000-1161,,N/A,Former Parent,JP,Living
FAM0756,Jordan Clark 1481,Jordan,Clark,donor1481@example.com,,555-000-1481,,N/A,Former Parent,JP,Living
IND1284,Jordan Collins 1466,Jordan,Collins,donor1466@example.com,,,,N/A,Community,Community,Living
IND0467,Jordan Collins 866,Jordan,Collins,donor866@example.com,,555-000-866,ChildA-1866,,Former Parent,La Casita,Living
FAM0392,Jordan Edwards 401,Jordan,Edwards,donor401@example.com,,,ChildA-1292,,Former Parent,La Casita,Living
FAM0343,Jordan Edwards 761,Jordan,Edwards,donor761@example.com,,555-000-761,,N/A,Former Parent,JP,Living
IND1264,Jordan Evans 1001,Jordan,Evans,donor1001@example.com,,,,N/A,Community,Community,Living
FAM0262,Jordan Evans 321,Jordan,Evans,donor321@example.com,,555-000-321,,N/A,Former Parent,JP,Living
FAM0197,Jordan Flores 961,Jordan,Flores,donor961@example.com,,555-000-961,ChildA-1885,,Former Parent,JP,Living
FAM0627,Jordan Hall 1266,Jordan,Hall,donor1266@example.com,,555-000-1266,,N/A,Former Parent,JP,Living
IND1092,Jordan Hall 226,Jordan,Hall,donor226@example.com,,,,N/A,Community,Community,Living
FAM0288,Jordan Harris 1321,Jordan,Harris,donor1321@example.com,,,,N/A,Community,Community,Living
FAM1035,Jordan Johnson 1146,Jordan,Johnson,donor1146@example.com,,555-000-1146,,N/A,Former Parent,JP,Living
FAM0995,Jordan King 1426,Jordan,King,donor1426@example.com,,555-000-1426,ChildA-1404,,Former Parent,La Casita,Living
FAM0154,Jordan King 281,Jordan,King,donor281@example.com,,555-000-281,,N/A,Former Parent,JP,Living
IND1434,Jordan Lewis 1434,Jordan,Lewis,,,,,N/A,Community,Community,Living
IND1082,Jordan Lewis 201,Jordan,Lewis,donor201@example.com,,,,N/A,Community,Community,Living
FAM0564,Jordan Lewis 826,Jordan,Lewis,donor826@example.com,,555-000-826,,N/A,Former Parent,JP,Living
FAM0951,Jordan Lopez 1026,Jordan,Lopez,donor1026@example.com,,555-000-1026,ChildA-1751,,Former Parent,La Casita,Living
FAM0568,Jordan Lopez 1401,Jordan,Lopez,donor1401@example.com,,555-000-1401,ChildA-2401,,Former Parent,HP,Living
FAM1032,Jordan Lopez 881,Jordan,Lopez,donor881@example.com,,555-000-881,,N/A,Former Parent,JP,Living
FAM0801,Jordan Martin 121,Jordan,Martin,donor121@example.com,,555-000-121,ChildA-1121,,Former Parent,La Casita,Living
FAM0891,Jordan Martin 1361,Jordan,Martin,donor1361@example.com,,555-000-1361,,N/A,Former Parent,JP,Living
FAM0439,Jordan Mitchell 1226,Jordan,Mitchell,donor1226@example.com,,555-000-1226,,N/A,Former Parent,JP,Living
FAM0165,Jordan Morris 1041,Jordan,Morris,donor1041@example.com,,555-000-1041,,N/A,Former Parent,JP,Living
FAM0765,Jordan Morris 1081,Jordan,Morris,donor1081@example.com,,555-000-1081,ChildA-1211,,Former Parent,La Casita,Living
FAM0595,Jordan Morris 1186,Jordan,Morris,donor1186@example.com,,,ChildA-2037,,Former Parent,La Casita,Living
FAM1026,Jordan Morris 441,Jordan,Morris,donor441@example.com,,,,N/A,Community,Community,Living
FAM0709,Jordan Morris 521,Jordan,Morris,donor521@example.com,,,ChildA-1452,,Former Parent,La Casita,Living
IND1320,Jordan Murphy 1201,Jordan,Murphy,donor1201@example.com,,,,N/A,Community,Community,Living
IND1419,Jordan Murphy 1419,Jordan,Murphy,,,,,N/A,Community,Community,Living
FAM0190,Jordan Murphy 26,Jordan,Murphy,donor26@example.com,,555-000-26,ChildA-1026,,Former Parent,La Casita,Living
FAM0086,Jordan Murphy 386,Jordan,Murphy,donor386@example.com,,555-000-386,,N/A,Former Parent,La Casita,Living
IND0271,Jordan Murphy 506,Jordan,Murphy,donor506@example.com,,555-000-506,,N/A,Former Parent,JP,Living
FAM0497,Jordan Murphy 641,Jordan,Murphy,donor641@example.com,,555-000-641,,N/A,Former Parent,JP,Living
FAM0027,Jordan Perez 81,Jordan,Perez,donor81@example.com,,555-000-81,,N/A,Former Parent,JP,Living
IND1192,Jordan Phillips 666,Jordan,Phillips,donor666@example.com,,,,N/A,Community,Community,Living
FAM0554,Jordan Phillips 786,Jordan,Phillips,donor786@example.com,,555-000-786,ChildA-1786,,Former Parent,La Casita,Living
IND1221,Jordan Phillips 841,Jordan,Phillips,donor841@example.com,,,,N/A,Community,Community,Living
FAM0157,Jordan Rivera 266,Jordan,Rivera,donor266@example.com,,555-000-266,ChildA-1266,,Former Parent,La Casita,Living
IND0279,Jordan Rivera 346,Jordan,Rivera,donor346@example.com,,555-000-346,ChildA-1346,,Former Parent,La Casita,Living
FAM0934,Jordan Rivera 586,Jordan,Rivera,donor586@example.com,,555-000-586,ChildA-1179,,Parent,TD,Living
IND1313,Jordan Rivera 681,Jordan,Rivera,donor681@example.com,,,,N/A,Community,Community,Living
FAM0540,Jordan Rivera 746,Jordan,Rivera,donor746@example.com,,555-000-746,ChildA-1746,,Former Parent,JP,Living
IND1041,Jordan Roberts 361,Jordan,Roberts,donor361@example.com,,,,N/A,Community,Community,Living
IND1180,Jordan Rogers 1066,Jordan,Rogers,donor1066@example.com,,,,N/A,Community,Community,Living
FAM0114,Jordan Scott 1106,Jordan,Scott,donor1106@example.com,,555-000-1106,,N/A,Former Parent,JP,Living
IND1348,Jordan Scott 1281,Jordan,Scott,donor1281@example.com,,,,N/A,Community,Community,Living
IND1222,Jordan Smith 1,Jordan,Smith,donor1@example.com,,,,N/A,Community,Community,Living
IND1391,Jordan Smith 186,Jordan,Smith,donor186@example.com,,,,N/A,Community,Community,Living
IND0459,Jordan Smith 706,Jordan,Smith,donor706@example.com,,555-000-706,ChildA-1706,,Former Parent,La Casita,Living
FAM0671,Jordan Stewart 601,Jordan,Stewart,donor601@example.com,,555-000-601,ChildA-1087,,Former Parent,La Casita,Living
IND1203,Jordan Stewart 721,Jordan,Stewart,donor721@example.com,,,,N/A,Community,Community,Living
FAM0540,Jordan Stewart 801,Jordan,Stewart,donor801@example.com,,555-000-801,ChildA-1746,,Former Parent,JP,Living
FAM0228,Jordan Thomas 1306,Jordan,Thomas,donor1306@example.com,,555-000-1306,,N/A,Former Parent,JP,Living
FAM0844,Jordan Thomas 1386,Jordan,Thomas,donor1386@example.com,,555-000-1386,ChildA-1772,,Parent,TD,Living
FAM0767,Jordan Thompson 1346,Jordan,Thompson,donor1346@example.com,,555-000-1346,,N/A,Former Parent,Community,Living
FAM0141,Jordan Torres 106,Jordan,Torres,donor106@example.com,,555-000-106,,N/A,Former Parent,HP,Living
IND0611,Jordan Walker 626,Jordan,Walker,donor626@example.com,,,,N/A,Community,Community,Living
IND1149,Jordan Walker 986,Jordan,Walker,donor986@example.com,,,,N/A,Community,Community,Living
IND1382,Jordan White 1441,Jordan,White,donor1441@example.com,,,,N/A,Community,Community,Living
FAM0389,Jordan White 561,Jordan,White,donor561@example.com,,555-000-561,ChildA-1502,,Former Parent,JP,Living
IND1239,Jordan Wright 921,Jordan,Wright,donor921@example.com,,,,N/A,Community,Community,Living
UNK1538,"Jose Huizar, Councilmember",,,,,,,,Corporate Donor,,Defunct
UNK1562,Joy on York,,,,,,,,Corporate Donor,,Active
IND1460,Kendall Adams 1460,Kendall,Adams,,,,,N/A,Community,Community,Living
IND1185,Kendall Adams 632,Kendall,Adams,donor632@example.com,,,,N/A,Community,Community,Living
FAM0204,Kendall Allen 1072,Kendall,Allen,donor1072@example.com,,555-000-1072,ChildA-1700,,Former Parent,JP,Living
IND1000,Kendall Allen 1472,Kendall,Allen,donor1472@example.com,,555-000-1472,ChildA-2472,,Former Parent,HP,Living
FAM0981,Kendall Allen 72,Kendall,Allen,donor72@example.com,,555-000-72,,N/A,Former Parent,JP,Living
IND0870,Kendall Anderson 592,Kendall,Anderson,donor592@example.com,,555-000-592,,N/A,Former Parent,JP,Living
IND1305,Kendall Clark 1152,Kendall,Clark,donor1152@example.com,,,,N/A,Community,Community,Living
FAM0075,Kendall Clark 472,Kendall,Clark,donor472@example.com,,555-000-472,ChildA-1472,,Former Parent,JP,Living
FAM0659,Kendall Clark 832,Kendall,Clark,donor832@example.com,,555-000-832,ChildA-1832,,Former Parent,La Casita,Living
FAM0131,Kendall Collins 912,Kendall,Collins,donor912@example.com,,555-000-912,ChildA-1912,,Former Parent,La Casita,Living
IND0880,Kendall Cook 1272,Kendall,Cook,donor1272@example.com,,555-000-1272,,N/A,Former Parent,JP,Living
IND1408,Kendall Cook 1408,Kendall,Cook,,,,,N/A,Community,Community,Living
IND1083,Kendall Cook 192,Kendall,Cook,donor192@example.com,,,,N/A,Community,Community,Living
FAM0793,Kendall Edwards 1312,Kendall,Edwards,donor1312@example.com,,555-000-1312,,N/A,Former Parent,HP,Living
IND1102,Kendall Edwards 272,Kendall,Edwards,donor272@example.com,,,,N/A,Community,Community,Living
IND0366,Kendall Edwards 312,Kendall,Edwards,donor312@example.com,,555-000-312,ChildA-1312,,Former Parent,JP,Living
IND1215,Kendall Evans 792,Kendall,Evans,donor792@example.com,,,,N/A,Community,Community,Living
IND1349,Kendall Johnson 1352,Kendall,Johnson,donor1352@example.com,,,,N/A,Community,Community,Living
FAM0338,Kendall Johnson 352,Kendall,Johnson,donor352@example.com,,,,N/A,Community,Community,Living
FAM0315,Kendall Lewis 752,Kendall,Lewis,donor752@example.com,,555-000-752,ChildA-1752,,Former Parent,JP,Living
IND1153,Kendall Martin 432,Kendall,Martin,donor432@example.com,,,,N/A,Community,Community,Living
FAM0412,Kendall Mitchell 952,Kendall,Mitchell,donor952@example.com,,555-000-952,ChildA-1645,,Parent,TD,Living
IND1270,Kendall Murphy 1032,Kendall,Murphy,donor1032@example.com,,,,N/A,Community,Community,Living
IND0367,Kendall Murphy 1192,Kendall,Murphy,donor1192@example.com,,555-000-1192,,N/A,Former Parent,JP,Living
IND1328,Kendall Murphy 1232,Kendall,Murphy,donor1232@example.com,donor12322@example.com,,,N/A,Community,Community,Living
IND1373,Kendall Murphy 1432,Kendall,Murphy,donor1432@example.com,,555-000-1432,ChildA-2432,N/A,Former Board Member,JP,Living
FAM0676,Kendall Murphy 32,Kendall,Murphy,donor32@example.com,,555-000-32,ChildA-1032,Yes,Parent,HP,Living
IND1199,Kendall Perez 712,Kendall,Perez,donor712@example.com,,,,N/A,Community,Community,Living
IND0999,Kendall Roberts 512,Kendall,Roberts,donor512@example.com,,,,N/A,Community,Community,Living
IND1168,Kendall Smith 232,Kendall,Smith,donor232@example.com,,,,N/A,Community,Community,Living
IND1111,Kendall Taylor 672,Kendall,Taylor,donor672@example.com,,,,N/A,Community,Community,Living
IND1329,Kendall Thomas 1392,Kendall,Thomas,donor1392@example.com,donor13922@example.com,,,N/A,Community,Community,Living
IND1167,Kendall Thomas 552,Kendall,Thomas,donor552@example.com,donor5522@example.com,,,N/A,Community,Community,Living
IND1288,Kendall White 1112,Kendall,White,donor1112@example.com,,,,N/A,Community,Community,Living
IND0411,Kendall White 392,Kendall,White,donor392@example.com,,555-000-392,ChildA-1392,,Former Parent,La Casita,Living
IND0233,Kendall White 992,Kendall,White,donor992@example.com,,555-000-992,ChildA-1992,,Former Parent,La Casita,Living
IND1073,Kendall Wright 152,Kendall,Wright,donor152@example.com,,,,N/A,Community,Community,Living
UNK1539,Kroger,,,,,,,,Corporate Donor,,Active
UNK1541,Label Daddy,,,,,,,,Corporate Donor,,Active
UNK1540,LA Conservancy,,,,,,,,Corporate Donor,,Active
UNK1542,Lifetouch National School Studios,,,,,,,,Corporate Donor,,Active
UNK1543,"Loc, Inc.",,,,,,,,Corporate Donor,,Active
FAM1430,Logan Adams 1430,Logan,Adams,,,,,N/A,Community,Community,Living
FAM0599,Logan Brown 1098,Logan,Brown,donor1098@example.com,,555-000-1098,,N/A,Former Parent,JP,Living
FAM0381,Logan Brown 778,Logan,Brown,donor778@example.com,,555-000-778,,N/A,Former Parent,JP,Living
FAM0736,Logan Carter 658,Logan,Carter,donor658@example.com,,,ChildA-1658,,Former Parent,La Casita,Living
FAM1037,Logan Clark 1378,Logan,Clark,donor1378@example.com,,,,N/A,Community,Community,Living
IND1182,Logan Collins 618,Logan,Collins,donor618@example.com,,,,N/A,Community,Community,Living
FAM0146,Logan Edwards 1418,Logan,Edwards,donor1418@example.com,,555-000-1418,ChildA-2183,,Parent,TD,Living
FAM0152,Logan Edwards 18,Logan,Edwards,donor18@example.com,,555-000-18,ChildA-1018,,Former Parent,JP,Living
FAM0368,Logan Evans 818,Logan,Evans,donor818@example.com,,555-000-818,ChildA-1423,,Former Parent,La Casita,Living
IND0324,Logan Flores 258,Logan,Flores,donor258@example.com,,555-000-258,ChildA-1258,,Former Parent,JP,Living
FAM0297,Logan Hall 1138,Logan,Hall,donor1138@example.com,,555-000-1138,ChildA-2025,,Former Parent,JP,Living
IND0556,Logan Hall 1178,Logan,Hall,donor1178@example.com,,555-000-1178,ChildA-2178,,Parent,TD,Living
FAM0305,Logan Hall 338,Logan,Hall,donor338@example.com,,555-000-338,ChildA-1230,,Parent,TD,Living
FAM0433,Logan Harris 298,Logan,Harris,donor298@example.com,,555-000-298,,N/A,Former Parent,JP,Living
IND0869,Logan Harris 538,Logan,Harris,donor538@example.com,,555-000-538,ChildA-1538,,Former Parent,JP,Living
IND1007,Logan Harris 858,Logan,Harris,donor858@example.com,,555-000-858,,N/A,Former Parent,JP,Living
FAM0008,Logan Johnson 58,Logan,Johnson,donor58@example.com,,555-000-58,,N/A,Former Parent,JP,Living
IND1505,Logan Lewis 1505,Logan,Lewis,,,,,N/A,Community,Community,Living
FAM0335,Logan Lopez 498,Logan,Lopez,donor498@example.com,,555-000-498,ChildA-1498,,Former Parent,JP,Living
FAM1010,Logan Morris 698,Logan,Morris,donor698@example.com,,555-000-698,ChildA-1698,,Former Parent,HP,Living
IND1324,Logan Murphy 1218,Logan,Murphy,donor1218@example.com,,,,N/A,Community,Community,Living
IND1123,Logan Murphy 378,Logan,Murphy,donor378@example.com,,,,N/A,Community,Community,Living
FAM0311,Logan Nguyen 738,Logan,Nguyen,donor738@example.com,,555-000-738,ChildA-1311,,Parent,TD,Living
IND1440,Logan Phillips 1440,Logan,Phillips,,,,,N/A,Community,Community,Living
FAM0548,Logan Phillips 898,Logan,Phillips,donor898@example.com,,555-000-898,ChildA-1677,,Former Parent,JP,Living
IND0827,Logan Rivera 1338,Logan,Rivera,donor1338@example.com,,555-000-1338,,N/A,Former Parent,JP,Living
FAM0976,Logan Rivera 178,Logan,Rivera,donor178@example.com,,,,N/A,Community,Community,Living
FAM0871,Logan Rivera 938,Logan,Rivera,donor938@example.com,,555-000-938,ChildA-1938,,Former Parent,JP,Living
IND1396,Logan Rogers 1498,Logan,Rogers,donor1498@example.com,,,,N/A,Community,Community,Living
IND1089,Logan Rogers 218,Logan,Rogers,donor218@example.com,,,,N/A,Community,Community,Living
FAM0842,Logan Scott 1018,Logan,Scott,donor1018@example.com,,555-000-1018,ChildA-2018,,Former Parent,La Casita,Living
FAM0288,Logan Scott 138,Logan,Scott,donor138@example.com,,555-000-138,,N/A,Board Member,Community,Living
FAM0345,Logan Stewart 978,Logan,Stewart,donor978@example.com,,,,N/A,Community,Community,Living
IND1141,Logan Taylor 418,Logan,Taylor,donor418@example.com,,,,N/A,Community,Community,Living
IND1179,Logan Thomas 1298,Logan,Thomas,donor1298@example.com,,,,N/A,Community,Community,Living
FAM0694,Logan Thompson 1258,Logan,Thompson,donor1258@example.com,,555-000-1258,ChildA-1789,,Former Parent,La Casita,Living
FAM0846,Logan Thompson 98,Logan,Thompson,donor98@example.com,,555-000-98,ChildA-1098,,Former Parent,JP,Living
IND1335,Logan Walker 1058,Logan,Walker,donor1058@example.com,,,,N/A,Community,Community,Living
UNK1544,Los Angeles Neighborhood Initiative,,,,,,,,Corporate Donor,,Active
UNK1545,"Lovable Labels, Inc.",,,,,,,,Corporate Donor,,Active
UNK1546,Marqueece Harris-Dawson Council Member,,,,,,,,Corporate Donor,,Active
UNK1547,Mary Kay Ash Foundation,,,,,,,,Corporate Donor,,Active
UNK1548,Midland Fundraising,,,,,,,,Corporate Donor,,Active
FAM0219,Milan Adams 1077,Milan,Adams,donor1077@example.com,,,ChildA-1718,,Former Parent,La Casita,Living
IND0738,Milan Adams 517,Milan,Adams,donor517@example.com,,555-000-517,ChildA-1517,,Former Parent,La Casita,Living
FAM0746,Milan Brown 117,Milan,Brown,donor117@example.com,,555-000-117,,N/A,Former Parent,JP,Living
FAM0727,Milan Carter 797,Milan,Carter,donor797@example.com,,555-000-797,ChildA-1797,,Former Parent,HP,Living
FAM0309,Milan Clark 277,Milan,Clark,donor277@example.com,,555-000-277,,N/A,Former Parent,JP,Living
IND1142,Milan Clark 477,Milan,Clark,donor477@example.com,,,,N/A,Community,Community,Living
IND1056,Milan Clark 77,Milan,Clark,donor77@example.com,,,,N/A,Community,Community,Living
FAM0734,Milan Edwards 157,Milan,Edwards,donor157@example.com,,555-000-157,,N/A,Former Parent,JP,Living
IND0209,Milan Edwards 637,Milan,Edwards,donor637@example.com,,555-000-637,ChildA-1637,,Former Parent,La Casita,Living
IND0634,Milan Flores 997,Milan,Flores,donor997@example.com,,555-000-997,ChildA-1997,,Former Parent,JP,Living
FAM0422,Milan Hall 917,Milan,Hall,donor917@example.com,,555-000-917,ChildA-1917,,Former Parent,JP,Living
FAM0082,Milan Harris 37,Milan,Harris,donor37@example.com,,555-000-37,ChildA-1037,Yes,Parent,HP,Living
FAM0489,Milan Johnson 1477,Milan,Johnson,donor1477@example.com,,555-000-1477,ChildA-2296,,Former Parent,JP,Living
FAM0595,Milan King 1037,Milan,King,donor1037@example.com,,555-000-1037,ChildA-2037,,Former Parent,La Casita,Living
FAM0548,Milan Lewis 677,Milan,Lewis,donor677@example.com,,555-000-677,ChildA-1677,,Former Parent,JP,Living
IND0817,Milan Lewis 717,Milan,Lewis,donor717@example.com,,555-000-717,ChildA-1717,,Former Parent,La Casita,Living
IND0514,Milan Martin 1397,Milan,Martin,donor1397@example.com,,555-000-1397,ChildA-2397,,Former Parent,La Casita,Living
IND0482,Milan Martin 877,Milan,Martin,donor877@example.com,,555-000-877,ChildA-1877,,Former Parent,La Casita,Living
FAM0030,Milan Mitchell 397,Milan,Mitchell,donor397@example.com,,555-000-397,ChildA-1236,,Former Parent,La Casita,Living
IND1146,Milan Mitchell 437,Milan,Mitchell,donor437@example.com,,,,N/A,Community,Community,Living
FAM0522,Milan Mitchell 557,Milan,Mitchell,donor557@example.com,,555-000-557,,N/A,Former Parent,JP,Living
FAM0932,Milan Murphy 597,Milan,Murphy,donor597@example.com,,555-000-597,,N/A,Former Parent,JP,Living
UNK1292,Milan Nguyen 1499,,,donor1499@example.com,,,,N/A,Community,Community,Living
IND1486,Milan Parker 1486,Milan,Parker,,,,,N/A,Community,Community,Living
FAM0157,Milan Phillips 1277,Milan,Phillips,donor1277@example.com,,555-000-1277,ChildA-1266,,Former Parent,La Casita,Living
FAM0050,Milan Roberts 1317,Milan,Roberts,donor1317@example.com,,555-000-1317,,N/A,Former Parent,JP,Living
FAM0012,Milan Roberts 1437,Milan,Roberts,donor1437@example.com,,555-000-1437,,N/A,Former Parent,JP,Living
FAM1037,Milan Roberts 837,Milan,Roberts,donor837@example.com,,,,N/A,Community,Community,Living
IND0438,Milan Scott 757,Milan,Scott,donor757@example.com,,555-000-757,ChildA-1757,,Former Parent,La Casita,Living
IND1350,Milan Stewart 1357,Milan,Stewart,donor1357@example.com,,,,N/A,Community,Community,Living
FAM0175,Milan Taylor 1237,Milan,Taylor,donor1237@example.com,,555-000-1237,ChildA-1520,,Parent,TD,Living
FAM0494,Milan Thomas 197,Milan,Thomas,donor197@example.com,,555-000-197,ChildA-1197,,Former Parent,JP,Living
FAM0286,Milan Thomas 237,Milan,Thomas,donor237@example.com,,555-000-237,,N/A,Former Parent,JP,Living
IND0466,Milan Thomas 317,Milan,Thomas,donor317@example.com,,555-000-317,,N/A,Former Parent,JP,Living
FAM0043,Milan Torres 1157,Milan,Torres,donor1157@example.com,,555-000-1157,,N/A,Former Board Member,Community,Dead
FAM0320,Milan White 1117,Milan,White,donor1117@example.com,,555-000-1117,ChildA-2117,,Former Parent,La Casita,Living
FAM0282,Milan White 957,Milan,White,donor957@example.com,donor9572@example.com,555-000-957,ChildA-1957,,Former Parent,JP,Living
FAM0292,Milan Young 357,Milan,Young,donor357@example.com,,555-000-357,,N/A,Former Parent,JP,Living
UNK0000,Misc. Parent,,,,,,,,Unknkown,,Unknown
IND0774,Morgan Adams 323,Morgan,Adams,donor323@example.com,,555-000-323,ChildA-1323,,Former Parent,La Casita,Living
FAM0333,Morgan Adams 523,Morgan,Adams,donor523@example.com,,555-000-523,ChildA-1523,,Parent,TD,Living
FAM0860,Morgan Allen 683,Morgan,Allen,donor683@example.com,,555-000-683,ChildA-1683,,Former Parent,La Casita,Living
FAM0107,Morgan Anderson 1443,Morgan,Anderson,donor1443@example.com,,,,N/A,Community,Community,Living
FAM0045,Morgan Anderson 403,Morgan,Anderson,donor403@example.com,,555-000-403,ChildA-1403,,Former Parent,JP,Living
FAM0799,Morgan Campbell 763,Morgan,Campbell,donor763@example.com,,555-000-763,ChildA-1633,,Former Parent,La Casita,Living
IND1216,Morgan Clark 803,Morgan,Clark,donor803@example.com,,,,N/A,Community,Community,Living
IND1352,Morgan Cook 1363,Morgan,Cook,donor1363@example.com,,,,N/A,Community,Community,Living
IND1411,Morgan Cook 1411,Morgan,Cook,,,,,N/A,Community,Community,Living
FAM0422,Morgan Harris 1403,Morgan,Harris,donor1403@example.com,,555-000-1403,ChildA-1917,,Former Parent,JP,Living
FAM0133,Morgan Johnson 963,Morgan,Johnson,donor963@example.com,,555-000-963,ChildA-1870,,Former Parent,La Casita,Living
FAM0928,Morgan King 1083,Morgan,King,donor1083@example.com,,555-000-1083,,N/A,Former Parent,JP,Living
FAM0225,Morgan King 1163,Morgan,King,donor1163@example.com,,555-000-1163,ChildA-2163,,Former Parent,JP,Living
IND0505,Morgan King 1283,Morgan,King,donor1283@example.com,,555-000-1283,ChildA-2283,,Former Parent,La Casita,Living
FAM0063,Morgan King 483,Morgan,King,donor483@example.com,,555-000-483,ChildA-1483,,Former Parent,JP,Living
IND1438,Morgan Lewis 1438,Morgan,Lewis,,,,,N/A,Community,Community,Living
FAM0809,Morgan Lewis 83,Morgan,Lewis,donor83@example.com,,555-000-83,ChildA-1083,,Former Parent,La Casita,Living
IND0613,Morgan Lopez 1483,Morgan,Lopez,donor1483@example.com,,555-000-1483,,N/A,Former Parent,JP,Living
IND0092,Morgan Lopez 3,Morgan,Lopez,donor3@example.com,,555-000-3,ChildA-1003,,Former Parent,La Casita,Living
IND1461,Morgan Martin 1461,Morgan,Martin,,,,,N/A,Community,Community,Living
FAM0502,Morgan Mitchell 443,Morgan,Mitchell,donor443@example.com,,555-000-443,ChildA-1443,,Former Parent,La Casita,Living
FAM0645,Morgan Mitchell 843,Morgan,Mitchell,donor843@example.com,,555-000-843,ChildA-1843,,Former Parent,La Casita,Living
